mixture_ID,source_1_SNR,source_2_SNR,source_3_SNR
1322-137588-0033_1445-139387-0007_7316-10642-0051,-6.782168323298593,1.590867868078357,-5.160258648657563
5126-36956-0010_188-141613-0010_79-121541-0036,-6.948354052888362,-1.2243086926999218,-1.7588193878758913
3003-14274-0078_899-126232-0041_112-123216-0000,-0.7447211530827107,-4.9361607199694255,-3.7035952847529923
8705-290363-0068_1556-143307-0068_764-132280-0028,-4.674320451544879,-2.098139140964258,-2.372564420001059
6937-112761-0035_6895-92806-0037_1961-149739-0019,-1.8513571986225772,-2.435193085630033,-4.862067112080678
3490-177638-0014_3185-163505-0066_4854-24732-0029,-1.2021777300828447,-2.6364862388318726,-5.626264297932125
986-129388-0019_1806-2536-0018_7518-86741-0063,-5.640024391130678,-3.5239807579009783,-0.4085265096816987
6037-59239-0003_1801-138032-0005_5333-5083-0001,-5.611823987997546,-2.131016879965496,-1.650412266437148
671-131040-0028_3224-167024-0023_5975-54006-0022,-3.1637595851046107,-2.9778318494395335,-2.9169719383791195
2285-163380-0039_3717-178149-0012_3368-170951-0028,-10.016830512141556,-7.529596163504855,4.963487105929433
7294-92934-0015_79-121541-0097_6286-69422-0012,2.5084572541870767,-4.322047897811103,-9.870286067158945
5604-26987-0009_8718-295446-0001_4110-11535-0018,-2.6406178324156864,-2.6816668277201012,-3.697745931644858
1668-136280-0046_79-121541-0088_487-129440-0047,1.496028867339959,-5.580782659818107,-5.94469947943635
820-123133-0021_639-124526-0044_707-161166-0030,-2.1920253538764136,-5.154760924554854,-1.8704365171104835
225-131276-0007_2238-121415-0043_7555-105394-0016,-3.6804756190893966,-0.06749469439871428,-5.9306094776075895
6555-398-0059_1944-159227-0016_2299-6524-0033,-0.7233792757779558,-4.522619683873932,-4.069012786106417
3967-29012-0036_4899-32639-0017_8705-290363-0009,-1.2000245789078448,-8.81334123779319,-0.9034031004696085
6927-86043-0040_548-126959-0056_7318-96168-0022,-2.292083793491165,-3.200423591526802,-3.491419108342668
2146-136610-0017_3977-185457-0026_8388-275212-0026,-3.5060025550372704,-2.5088722792102565,-3.146283890634829
2960-155152-0005_8718-295446-0007_636-128331-0021,-11.859113209414748,-6.782626562849677,5.1235339382062755
699-132864-0000_6555-398-0001_1259-72927-0028,-1.0386434687864106,-2.1567679539393816,-6.588737079306859
7995-276908-0007_4899-32658-0034_2404-141242-0053,-2.822754841766593,-1.6584380994646803,-4.671626371216291
6696-73295-0001_7832-114468-0022_1859-145703-0007,-7.92913263909891,2.1948258985294626,-5.0640709711938285
14-212-0016_409-124990-0075_3979-10702-0017,-1.117214389462373,0.21170161621226857,-12.492505861674312
4289-21393-0067_1349-135891-0013_500-125123-0015,-5.002066312534349,-4.017821108927721,-0.43063503871951947
362-123047-0013_581-126957-0020_4111-184447-0012,-0.19015083350622852,-6.0540241063409725,-3.3372039533821356
6788-96241-0013_6330-62850-0029_5767-48579-0067,-4.300505299768128,-1.6800370421214321,-3.1658359679112342
8498-287359-0009_8591-284445-0015_1472-142848-0000,-6.057811173318148,-4.289675889962751,0.5448163321618718
2494-156015-0044_8725-294551-0012_5660-101892-0005,0.613793723844012,-6.840863278140454,-3.81808093267961
7286-92935-0039_90-121085-0023_3851-9210-0081,-3.2774994729193123,-6.393741103935189,-0.14402128930365793
204-287139-0020_1425-139297-0005_4586-19665-0023,-0.4587578972279599,-10.071904829930855,-1.1015040890105725
8075-279239-0018_8855-283242-0017_258-121528-0018,0.2568012247122709,-3.028292800649708,-7.453752183608289
2334-150915-0076_525-126965-0049_8605-291172-0024,-5.3358410218670285,-5.2239836676281515,0.7651086192557472
3630-11612-0044_6038-56777-0028_4848-28247-0021,-4.504047729164606,-1.032736798831972,-3.6963268140851504
806-123715-0002_5672-88363-0016_8474-281187-0015,-3.199749934429375,-1.364563973620212,-4.609964141481395
7982-245691-0018_3448-5417-0010_2751-142363-0063,-3.102187160422909,0.3373687380940449,-7.359478519493701
8190-284434-0011_2319-138631-0009_4427-12471-0011,-3.7311764122609437,-0.9610674889341113,-4.513517111982865
3119-163527-0064_278-127215-0029_7434-75939-0035,-5.151966138307714,-2.4854353551349826,-1.658635629506575
3361-130131-0000_278-127215-0062_6544-67863-0007,-17.56212033295573,2.415626439026716,-2.7426513695459303
4278-13270-0011_2201-160438-0022_90-121085-0094,-1.081147598854278,-3.701191996067192,-4.460033809574241
203-132069-0011_501-125128-0019_7945-112012-0011,-5.755483686996913,-0.46155850297245105,-3.4193340474361964
7085-75807-0007_30-4445-0009_7495-252341-0001,-2.294086670963174,-6.40085454076531,-1.0332322354441381
6965-277898-0018_56-1733-0010_2688-144987-0055,0.9323598206934038,-5.211613912774306,-5.671880604565209
7515-100431-0023_8396-120277-0020_3003-14274-0072,-7.828818184025276,3.7236163866796037,-7.403283145438778
5909-107621-0016_5115-26950-0028_3046-148993-0023,0.2846007038324363,-7.399930600468324,-3.03396492302473
8677-296078-0037_5583-41259-0026_1224-121064-0113,-6.987902485980175,0.28132820403539105,-3.255226646128591
8176-115047-0010_7495-252341-0014_2573-178449-0033,4.130760446799625,-8.607771229946831,-7.3427516934329375
1160-139730-0012_6696-73295-0013_5810-8689-0015,-0.06969554513788592,-2.0939256940600965,-8.531358828297659
30-4445-0036_1271-133279-0008_6339-65534-0041,-6.379216636320889,-8.009543443580094,3.2166136680047774
1487-133273-0042_8848-293963-0046_1825-135580-0047,-3.8669385856409146,-4.066041231153238,-1.309085115886326
3228-4687-0017_1052-139308-0031_3927-6557-0001,-3.516246724658031,1.1724221863220823,-8.48329164426863
7704-106965-0003_5448-19208-0005_636-123163-0008,-13.098856368209923,-8.253728624600765,6.688683958224447
3852-175448-0039_476-134312-0038_1641-130503-0017,1.3432664723278684,-8.488402679489546,-3.7128506439468594
6686-216563-0049_4744-4158-0028_6339-65554-0061,2.1051247042039085,-3.7145162146891444,-10.34434305041902
9023-296468-0016_6673-72311-0078_8824-279153-0000,-4.992845251327625,-3.3678306525784594,-1.0033118037918973
543-133211-0013_1649-5776-0032_4848-29108-0031,1.5187340912222083,-5.155998685140445,-6.539637015659939
5186-7793-0052_3551-7887-0024_3851-9210-0110,-2.1384326039375505,-1.88286989286298,-5.362258059552038
8605-292138-0040_7704-106965-0002_4138-11079-0049,-0.7911267164159224,-4.008869491098532,-4.549010631165665
925-8141-0003_7515-220979-0023_5635-58137-0017,-12.739713558806757,1.4392692287715938,-2.343546322536894
1827-143625-0055_6080-58012-0027_2573-178450-0035,-0.027514459643867662,-2.7068490289213547,-7.181741597434045
1313-135022-0018_6620-283138-0061_954-130627-0013,-2.7618662213773435,-3.7328826047404724,-2.6113701344731104
2494-156015-0033_318-124164-0009_1392-128240-0005,-2.8355476901071923,0.5552530087165992,-8.633088610426949
1160-139336-0013_2012-139358-0029_4290-14526-0049,-2.577934750311335,-0.864002376669682,-6.1724721806249425
249-121331-0017_5968-61356-0008_4111-184447-0060,-5.73367419435503,-2.301299782323532,-1.392758490488721
1422-149735-0002_2045-158081-0078_5054-1187-0031,-0.45815619780797046,-3.6133198307858514,-5.369506862348596
81-121543-0030_98-121658-0030_707-138866-0011,-3.573646250383535,-3.8548795677335947,-1.7361200264214958
288-131218-0033_716-129582-0013_5242-35926-0050,-4.895535102835746,-1.0226074322180596,-3.306040940038335
4110-11533-0030_510-130560-0023_3340-169293-0029,0.4026452851353279,-2.5881750452849257,-8.611436271994723
6099-69550-0038_2411-132530-0045_2393-144496-0015,-6.9190901078148705,-6.8959633813506755,2.887103000301318
8163-116797-0027_2531-156724-0046_2654-158744-0021,-1.268525369682857,0.7857840080390789,-15.539386544470366
6637-69607-0055_5604-26982-0013_2785-163322-0033,-5.290849351069867,0.4992589542895917,-4.803735218236127
663-128990-0024_3185-163505-0000_5319-84357-0015,-6.86779483150814,-0.1658136564400291,-2.942044420123671
101-126860-0030_8113-301694-0025_8195-117382-0064,-1.2543663727032115,-3.1124568219980455,-4.908977030917466
7995-276908-0008_4110-11528-0027_6956-81870-0018,2.7744377285949327,-5.812585254331943,-7.890694080427649
6494-60800-0024_3686-171133-0041_6574-70756-0007,-1.5825682779491,-7.167560930234415,-1.3761252935860377
8459-285137-0027_6550-53343-0011_5489-65803-0035,-5.6460580994206,-4.738720843225756,0.6173411661543882
3816-290923-0009_7939-120318-0016_2769-176263-0032,-1.2864077799669114,-2.7730002631937594,-5.280627326597854
6395-84349-0018_2498-134785-0027_594-127732-0003,-3.9853240603650137,-3.378745252381142,-1.7784087775987192
639-143022-0007_4110-11533-0032_8118-114469-0009,-0.7435914833904458,-3.2750166616620464,-5.520276284977745
4145-34497-0012_2401-144485-0026_4926-23311-0035,-7.461250078373012,-6.783854723365124,3.1682563834603634
6406-88089-0014_408-122806-0098_598-127704-0027,-4.858245904567597,-2.2573180647526674,-2.0914874933834393
1607-149245-0019_2573-186232-0016_8643-298549-0040,-1.4748244296187938,-2.082144628181682,-5.936239123216712
7867-110742-0006_5002-70998-0013_3967-29012-0001,-9.163759887722868,-8.98120782148171,5.460665974143022
2741-159386-0109_5139-30105-0043_986-129388-0011,-1.3159734602052757,-6.670405995584271,-1.8014114831526085
7837-109173-0033_4438-48525-0005_55-121068-0027,4.247889268147932,-11.99972577797412,-5.678926022912658
1472-285314-0018_6505-231837-0006_2494-156015-0020,-8.801774268153604,-0.21456276925044035,-1.865385101091017
3094-136458-0011_1801-138032-0077_829-123191-0005,-5.901580515693865,3.1606656922683385,-8.453986509949866
7520-258954-0004_3889-9914-0018_1448-135894-0022,-4.712342162956342,1.4540272976049566,-7.112291360211972
1571-138486-0040_1509-145742-0013_8474-281187-0006,-7.069955359459053,0.8914556130940766,-4.005936210550635
6388-64974-0052_3340-170982-0010_4490-16003-0042,-6.593118842672609,-2.0719942398263185,-1.1101000538391936
5767-48579-0088_3551-7887-0012_6388-64974-0028,-0.7993097172913324,-0.6228411841524846,-10.647252320312933
2162-164461-0031_93-126208-0020_4957-23295-0034,-4.108761032569355,-4.961908845716051,-0.35438503087366313
6014-32886-0008_4257-6397-0040_7241-90850-0022,-6.047290414915797,-5.070179657606832,1.1247837906687947
8713-300047-0032_7991-102381-0068_6981-70843-0040,-2.7942439518011417,-2.491655010229385,-3.7296741732327177
5389-4861-0060_1629-139710-0022_81-121543-0018,-0.7113326881147609,-3.733500654501775,-4.951753570853279
606-130296-0005_8545-287671-0021_480-127525-0012,2.187800383979549,-7.853519321609039,-5.1363181116791
7478-98645-0047_1093-132891-0008_3118-5912-0023,-2.716749399212178,-5.598546203229876,-1.1524555218821542
1001-134707-0002_549-126410-0041_479-126480-0014,-5.297821537426463,2.692018772742464,-8.606303196375285
3483-115968-0014_8534-216567-0011_1487-133273-0073,-8.129587350423886,-1.2163320484316456,-1.111278546924679
6763-74797-0002_2999-156967-0002_323-126408-0017,-3.505983197230081,-4.331214587517906,-1.390394561122685
1482-140067-0010_2149-8912-0022_1487-133273-0099,1.0929833231154775,-6.313007194059627,-4.9004921841593045
3082-165428-0067_5656-44577-0026_815-130569-0007,-10.593673137220136,0.8290650167648504,-2.2822874315878283
2238-121415-0028_4222-12898-0036_225-131276-0009,-7.44288321958644,-0.029556529532670173,-2.6673044636483505
2113-132484-0062_7335-290365-0056_2194-150469-0014,1.5465924675576757,-3.6212308247847154,-9.216601988171208
6924-114452-0011_6308-68358-0034_4278-13270-0005,-1.7192956913794148,-4.872306615632727,-2.632527061430739
1100-135264-0033_6673-72311-0014_8011-280922-0017,-4.705208677487779,-0.136984944584273,-4.537986862517576
7938-109179-0015_7437-99249-0033_166-126302-0003,-5.39970657145358,1.8907660622338605,-6.929207601066986
1638-84447-0003_1001-134707-0036_3972-170212-0040,0.23265554412436454,-4.764406019500932,-5.151343410649707
1914-121446-0021_1748-1562-0022_5746-48361-0026,-5.398522962287777,-7.85299707548074,2.403616827610079
7994-258960-0006_953-130625-0021_6538-81859-0001,0.6454461528276557,-3.3955911101262415,-7.603803795599466
3979-10701-0011_2256-137627-0033_5054-1187-0029,-6.585508548512012,2.6424185342384643,-6.863518252788136
4133-6541-0060_6696-73296-0027_3876-174953-0015,-2.385590218820904,-6.871165318361027,-0.6336852563168488
6782-61316-0115_2498-134785-0001_6157-40556-0002,-4.097511978919634,-9.77491972700006,2.1963237088937846
3835-178030-0022_5147-32135-0029_6080-58025-0020,-2.91712965711665,-6.71227466358567,-0.30154439345465434
296-142727-0042_1961-145733-0010_820-123133-0006,-2.493784733534439,-6.686734263467219,-0.6174446699007827
3357-28380-0033_7416-103126-0009_2769-176256-0025,-5.44354712914834,-0.6464960165715947,-3.386011754352904
3905-149791-0029_345-1129-0013_2299-6524-0030,-2.0013888086804457,-5.362185979026365,-2.040113753440248
55-121068-0052_1607-150715-0037_1413-121799-0043,-5.6653730460879,-2.2945422853650896,-1.461312016551273
4731-95870-0036_3032-19361-0010_208-126851-0005,-3.5229447947817016,-0.7003640296673309,-5.178556874973758
5740-97593-0007_5206-19376-0080_8725-294551-0047,-7.260198786510217,-7.242511567323677,3.376123279982108
2499-156153-0002_781-127518-0041_7139-88748-0033,-3.4494725676646203,-4.910865723780142,-0.9716857066014017
2473-155521-0025_8718-295446-0026_8138-293531-0015,8.317910911154684,-12.38101212387473,-11.002609224058936
3703-71531-0036_6567-53342-0010_598-127704-0010,-2.167779070798618,-2.1507347615676613,-4.956442461199262
5583-41919-0008_7525-101265-0042_1748-1562-0064,-6.894451655566365,-2.1598667342797953,-0.8112572467578771
2688-144987-0066_6637-69607-0008_2012-139356-0014,-4.679895333010499,-3.361413401331374,-1.165553720032436
8396-240992-0027_6060-58090-0025_3221-9174-0009,-0.4100747484249692,-2.9461364918250688,-6.264115322158674
4238-12538-0011_4236-8927-0084_4733-6398-0057,-8.866074067360874,-4.059479018676994,1.8396814322372215
8705-290363-0046_1296-138074-0045_3482-170453-0076,1.6104584933130188,-6.49215031452417,-5.373653803731764
7030-64588-0060_7647-102250-0008_6308-68359-0039,-2.0866185191739364,-8.213062957637453,-0.26240996768751734
2285-163380-0004_3171-68344-0007_3389-13248-0000,-3.577581829786394,-1.2082377181876367,-4.463244905431515
2162-185436-0016_2010-147045-0004_2774-131722-0109,-2.1453908265340993,-2.2523140394893018,-4.841050172275601
2229-152864-0006_1800-142858-0009_8142-276732-0009,-3.8318085062881235,-5.036221576268515,-0.5492104525308901
6555-398-0018_3979-10702-0026_7594-91192-0033,-7.273085711819429,-6.929501694822607,3.010358797795811
8300-275128-0063_7868-110705-0006_6395-86708-0014,-7.742409326495775,1.0120051244179156,-3.728076728279248
830-130728-0008_101-126860-0033_6509-67147-0001,-2.442990395546557,-3.8011141839387372,-2.817784618879976
3228-4691-0025_8791-291101-0052_3380-6175-0035,-6.538482855185568,-4.289121247155746,0.8500842289787512
7090-91801-0091_7569-102232-0030_2388-153728-0038,1.14834095337708,-2.395257763112075,-11.086525682946966
8193-116805-0007_1639-132848-0024_6538-81859-0007,-3.9885197889589143,-0.07966653770605002,-5.576697670046471
7169-89735-0043_7752-110522-0003_5133-30591-0036,-4.2752831369493896,0.5105468716264314,-6.0755186697945955
2531-156718-0008_6119-48032-0016_637-127579-0022,-4.75820201612631,-1.1901364690682235,-3.3803638130169675
7245-104890-0058_3274-167022-0029_5115-26951-0006,-1.4820424110787875,-7.060959077623018,-1.3565861708928426
1923-161975-0025_6286-75355-0017_8006-112592-0026,-2.688914027936635,-4.9502906952206756,-1.6033135787829413
7754-108640-0046_5767-48579-0081_3781-156977-0004,-3.8093415145419973,-2.2667824993552204,-2.884119432134173
2348-143895-0042_4598-2503-0040_5139-30106-0005,-6.82872616100326,-5.404480470728763,1.864725570035656
6518-66465-0024_7949-39970-0050_3380-64298-0017,-3.5453149292278003,1.3941347498530818,-8.869966718582386
5190-87766-0034_8825-292252-0009_968-122544-0049,-0.7503831985792232,-3.3211074246960735,-5.395286367519558
1769-143485-0041_7837-109173-0009_1456-139733-0008,-1.364265717411066,-3.168165900930175,-4.771509251962334
688-46588-0008_3540-163612-0090_3228-4690-0031,-1.1127349477534685,-10.212328278393377,-0.3888244151546963
3274-167023-0006_1851-148962-0035_8142-276732-0014,-5.126234496129128,-10.245309759096157,3.216648365194536
4054-11077-0021_6519-69412-0014_5154-26559-0011,-3.5385581409446933,-4.50695370181635,-1.1858108784130543
8057-271826-0014_7956-245687-0056_4133-6541-0108,-0.7302089440679927,-8.054121893105155,-1.5945704541718246
3347-134420-0021_3001-160984-0021_1944-159230-0020,13.603363020731642,-14.00838644178304,-25.414516572780578
1777-142745-0002_4108-2772-0030_16-122828-0012,0.699619735916744,-6.496697688665472,-4.180675598131363
4681-13056-0027_1316-132800-0055_7011-66622-0008,-7.572870038375879,-3.31603459835051,0.5679833790667252
1460-138290-0053_4770-25951-0019_5538-64717-0032,0.36569582008123597,-4.320611962964122,-5.747607709933638
4356-6506-0052_8410-278217-0032_1387-134991-0025,-2.251882979080791,-3.510330482149917,-3.2501950273144296
663-128991-0014_2618-138042-0075_7705-101580-0032,-1.7974164543675801,-2.5682431389928477,-4.886200160716699
7069-246893-0004_8066-290901-0024_2294-169656-0033,-1.6360946018846731,-1.7576501544528758,-6.2398246925983525
2162-181961-0027_4719-25766-0046_5918-46890-0051,-2.4813488062098163,-3.4024588552932755,-3.0909997951584907
6115-58433-0025_4057-11254-0014_8225-274374-0010,-0.8081255378087728,-4.996069327770424,-3.6498381205173605
8875-293959-0036_3733-140718-0000_2240-148521-0011,-1.5673099952901202,-8.594788721312254,-0.5685482185635414
3703-71550-0028_208-126851-0008_6686-216563-0080,-2.818686675345124,-2.8756272884114176,-3.2505662810788785
5918-46890-0077_5489-10988-0039_8474-281187-0027,-3.9347471145320103,0.49676322704081655,-6.42051034308805
2194-150469-0000_8820-294113-0004_688-46588-0001,-3.3418330395354667,-3.217572065630821,-2.4590399309653126
3003-14274-0028_2517-135229-0028_7520-258986-0003,1.3254383866022121,-5.871893971347097,-5.544300671580132
5093-29101-0031_2319-138631-0037_1425-139290-0025,-0.49011795593177465,-5.926214578954754,-3.220788763816256
1731-142320-0044_6206-14960-0013_3615-14672-0033,-2.213292792701115,0.30301613607578914,-9.015983307595729
2790-142824-0047_204-287139-0009_4116-13256-0007,-5.8464703602954575,2.3610311954261953,-7.238697283144341
2272-152264-0007_882-123266-0028_1348-135832-0005,-4.177470224728646,-4.364555394474908,-0.861619312414653
4238-12895-0029_1283-136983-0001_6538-81843-0010,-2.7919432050775295,-2.0337670136019463,-4.364958092642613
1093-132891-0077_2393-144496-0027_409-124990-0015,1.3822014735437396,-7.805908325195875,-4.135895321187078
2758-86588-0017_2473-157861-0035_5588-39648-0004,0.23303953291991436,-8.833184270830374,-2.264525384401201
3866-173230-0034_731-366-0058_7240-92202-0025,-3.24393259261841,-1.273379396436292,-4.664034916841341
1001-134707-0038_112-121671-0025_3072-155948-0045,-8.576805571617461,-2.2976074090111642,0.10987952678775212
7995-276908-0031_5883-59268-0115_830-130728-0002,-0.4797637722652897,-5.147996590518017,-3.897865160410503
6683-63839-0003_3483-119637-0038_6167-282391-0012,-3.820443540036107,-3.823423000615161,-1.4464917772276344
8722-296473-0028_8592-285135-0043_7730-304534-0013,-4.373785246281132,-3.4627873535280673,-1.5044340187390386
1093-132891-0103_56-1733-0031_4044-9010-0063,-7.2223210283693895,-1.1448159764840722,-1.6559969388968152
9023-296467-0011_8080-274558-0006_7434-96672-0039,-3.9792769605585514,1.6377550377035437,-8.681419732382583
1001-134708-0001_6286-69422-0035_2494-156017-0013,-4.409714367651598,-2.671419197152058,-2.120078961996865
4731-58193-0041_6032-58192-0057_2498-134816-0008,-4.863447561548675,2.3201605431860624,-8.5002307234589
5723-43296-0035_5985-63885-0025_512-124520-0008,-1.6618975306262007,-1.2847145693337056,-6.898358418782431
1392-128226-0000_1060-134451-0023_724-123284-0014,-10.042698428348388,-1.5416919563558593,-0.015550080442072997
724-123284-0010_7739-8592-0067_398-130093-0084,-3.3254297868569638,-1.2661234730594022,-4.762058064765775
3493-46712-0041_1943-138033-0024_345-1120-0025,-5.821559628039119,-7.50445829871727,2.50047995458423
2110-161100-0035_6924-114452-0009_6006-57831-0012,-4.396619590616778,1.2484824085275386,-7.016993288850182
7240-92202-0001_3728-105398-0056_2577-157236-0110,-2.2626914033229504,-3.5883641741692296,-3.251549906788493
192-128345-0059_2481-12731-0005_8534-216564-0034,-4.145646282215652,-3.9022463530599163,-1.1998943202248018
2334-150915-0071_7339-86804-0027_6160-44912-0040,0.1409357211712865,-4.677091777517212,-4.989126381575192
1513-140222-0027_5304-55856-0025_1752-16632-0038,1.0698049251705442,-5.081666228683444,-5.918413837491803
593-126929-0021_2654-158744-0040_3370-163384-0008,3.4387528304733213,-8.936515748080797,-6.038363274166248
637-127595-0024_6388-64974-0098_2823-160964-0007,2.3516844473681577,-6.9358486036394495,-6.131322780387217
6188-78885-0039_7832-258250-0034_3551-7894-0018,1.7557234388635314,-4.204554899880788,-8.518615171810586
3330-172156-0021_4734-220951-0042_2411-132532-0000,-1.5736799060721232,-5.41111599613573,-2.3632419929567785
7495-252342-0020_8705-290363-0010_8699-291107-0010,-7.471753307215918,4.8820155442375,-9.950136546766805
501-125127-0038_4744-4158-0041_55-121068-0002,-7.229526937503017,1.2270357266565453,-4.348268470315604
6054-41610-0014_4013-11734-0015_2238-121415-0033,-7.955386356426233,-4.061546693978037,1.4028392763002788
1058-131113-0059_1271-133279-0029_4899-32637-0011,-2.0216527021496984,-5.451756175442739,-1.9475177871557423
4719-25765-0029_501-125127-0033_7000-83696-0048,-6.6289552130367735,-6.319137835090629,2.396484406845477
948-132707-0002_242-122626-0009_806-123715-0031,-4.588749300388098,-5.439463405819559,0.35965634008278224
6510-62516-0039_3513-163607-0028_3645-186230-0012,0.4213461850185931,-6.931519195654767,-3.6066960033406925
274-121392-0024_4071-176278-0024_7169-89735-0020,1.3621190544718078,-5.448598553821009,-5.984331270497413
3215-5758-0003_5039-1189-0003_4590-18006-0021,-3.2440209580010033,-7.603951845944172,0.48890234662496357
1460-138290-0002_1053-132821-0012_5604-26956-0025,-0.2581789500106886,-9.157553609564529,-1.7210653395016964
4586-61776-0030_5333-5083-0041_1311-134170-0015,-1.9155096010117745,-7.139123576749253,-0.941167123385196
5123-34572-0059_2598-4654-0036_23-124439-0027,-0.5679053079802938,-4.309786077110127,-4.540057667796065
7229-80665-0045_2294-169656-0024_4331-57179-0046,-8.736195118526151,-1.7999191780048063,-0.2655934661418076
55-121069-0042_7061-88086-0036_7932-93470-0024,0.550548698889618,-3.5267083762244895,-7.107660061176992
5684-46243-0011_7335-290365-0046_561-126312-0001,-4.0432575805127655,-2.674613662860446,-2.4504522491263954
6139-58868-0037_4116-13265-0006_6258-49755-0034,3.835718569688696,-6.729349692536037,-8.755222797474765
6080-58025-0032_3482-170452-0009_6727-10344-0039,-3.7736681418596865,-6.941593197757525,0.6041476002531809
70-121127-0043_1283-136983-0041_6032-56222-0002,-6.127133787021788,1.1071587307048842,-4.984306197107177
1974-139741-0066_5975-54006-0030_2238-121413-0009,-5.505371329977652,-7.005197781326855,2.0675174543479153
208-126600-0027_2162-164461-0036_5389-4861-0001,-1.6567519097126249,-1.2586898509289148,-7.243050627872028
5809-51163-0025_7229-80656-0033_688-1070-0008,1.524490909859233,-8.089457444169685,-4.114677184391416
225-131256-0008_475-125002-0024_2573-178450-0025,-4.52918263728702,-6.4865213866062374,1.0564289694617923
5914-52088-0060_5570-73848-0029_6104-58845-0047,-6.266205749494952,2.9636077981632445,-7.71001217703442
472-129994-0024_4438-48513-0036_3654-171137-0013,12.604751100587189,-15.349840305351057,-16.144779851348716
5809-51162-0028_2816-4136-0018_1392-128226-0014,-1.2104780257155663,-1.0459245133520403,-8.29686961190039
8097-282406-0013_666-11243-0040_6099-69550-0019,-3.2876791003200303,-1.060686858217432,-4.971391915683093
4733-6398-0035_1811-129443-0029_225-131276-0025,-6.412013795908418,0.2777006143987054,-3.7477484807671435
7933-113273-0017_203-126577-0026_953-130625-0071,-1.90309414656498,-1.1665388637074399,-6.727033793693689
3686-171133-0012_7926-254949-0001_1212-185485-0022,-6.2553604936653375,-1.6639578518562939,-1.8537489216249472
3816-19585-0035_1212-14653-0004_3866-173230-0031,-1.0303037162808413,-5.152342364413047,-3.060194013127196
8028-233382-0046_2589-22581-0002_2618-138042-0016,-4.5997199498553645,-1.2237780698542973,-3.5779296087696695
