mixture_ID,mixture_path,source_1_path,noise_path,length
8747-293952-0085_4195-186238-0005_7178-34644-0000,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/8747-293952-0085_4195-186238-0005_7178-34644-0000.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/8747-293952-0085_4195-186238-0005_7178-34644-0000.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/8747-293952-0085_4195-186238-0005_7178-34644-0000.wav,100800
2159-179156-0019_4137-11702-0023_26-496-0016,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/2159-179156-0019_4137-11702-0023_26-496-0016.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/2159-179156-0019_4137-11702-0023_26-496-0016.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/2159-179156-0019_4137-11702-0023_26-496-0016.wav,102800
405-130895-0018_3857-182315-0039_1737-146161-0012,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/405-130895-0018_3857-182315-0039_1737-146161-0012.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/405-130895-0018_3857-182315-0039_1737-146161-0012.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/405-130895-0018_3857-182315-0039_1737-146161-0012.wav,80240
3857-182315-0030_5393-19218-0026_1034-121119-0065,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/3857-182315-0030_5393-19218-0026_1034-121119-0065.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/3857-182315-0030_5393-19218-0026_1034-121119-0065.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/3857-182315-0030_5393-19218-0026_1034-121119-0065.wav,58120
5867-48852-0005_5789-57195-0018_60-121082-0029,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/5867-48852-0005_5789-57195-0018_60-121082-0029.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/5867-48852-0005_5789-57195-0018_60-121082-0029.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/5867-48852-0005_5789-57195-0018_60-121082-0029.wav,118400
200-124139-0030_5688-41232-0060_1098-133695-0051,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/200-124139-0030_5688-41232-0060_1098-133695-0051.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/200-124139-0030_5688-41232-0060_1098-133695-0051.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/200-124139-0030_5688-41232-0060_1098-133695-0051.wav,111920
6078-54013-0034_5104-33406-0012_2416-152137-0011,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6078-54013-0034_5104-33406-0012_2416-152137-0011.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6078-54013-0034_5104-33406-0012_2416-152137-0011.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6078-54013-0034_5104-33406-0012_2416-152137-0011.wav,26920
3440-171006-0008_8088-284756-0061_403-216-0006,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/3440-171006-0008_8088-284756-0061_403-216-0006.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/3440-171006-0008_8088-284756-0061_403-216-0006.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/3440-171006-0008_8088-284756-0061_403-216-0006.wav,82400
831-130746-0050_6563-63821-0008_118-124588-0005,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/831-130746-0050_6563-63821-0008_118-124588-0005.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/831-130746-0050_6563-63821-0008_118-124588-0005.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/831-130746-0050_6563-63821-0008_118-124588-0005.wav,57640
8123-275216-0003_7264-92310-0005_5104-33406-0053,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/8123-275216-0003_7264-92310-0005_5104-33406-0053.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/8123-275216-0003_7264-92310-0005_5104-33406-0053.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/8123-275216-0003_7264-92310-0005_5104-33406-0053.wav,120120
6454-120342-0018_7226-86965-0039_5393-19219-0012,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6454-120342-0018_7226-86965-0039_5393-19219-0012.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6454-120342-0018_7226-86965-0039_5393-19219-0012.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6454-120342-0018_7226-86965-0039_5393-19219-0012.wav,116040
6415-111615-0014_5808-48608-0055_8226-274369-0043,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6415-111615-0014_5808-48608-0055_8226-274369-0043.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6415-111615-0014_5808-48608-0055_8226-274369-0043.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6415-111615-0014_5808-48608-0055_8226-274369-0043.wav,58000
6385-220959-0029_5703-47198-0014_8095-274346-0042,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6385-220959-0029_5703-47198-0014_8095-274346-0042.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6385-220959-0029_5703-47198-0014_8095-274346-0042.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6385-220959-0029_5703-47198-0014_8095-274346-0042.wav,118080
1594-135914-0014_250-142286-0004_887-123291-0036,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1594-135914-0014_250-142286-0004_887-123291-0036.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1594-135914-0014_250-142286-0004_887-123291-0036.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1594-135914-0014_250-142286-0004_887-123291-0036.wav,67240
1263-139804-0024_2002-139469-0012_4397-15666-0012,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1263-139804-0024_2002-139469-0012_4397-15666-0012.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1263-139804-0024_2002-139469-0012_4397-15666-0012.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1263-139804-0024_2002-139469-0012_4397-15666-0012.wav,96880
4898-28461-0048_7190-90542-0056_211-122442-0030,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4898-28461-0048_7190-90542-0056_211-122442-0030.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4898-28461-0048_7190-90542-0056_211-122442-0030.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4898-28461-0048_7190-90542-0056_211-122442-0030.wav,55640
1737-148989-0002_426-122821-0024_2159-179157-0010,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1737-148989-0002_426-122821-0024_2159-179157-0010.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1737-148989-0002_426-122821-0024_2159-179157-0010.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1737-148989-0002_426-122821-0024_2159-179157-0010.wav,98040
7302-86815-0061_332-128985-0068_2289-152254-0008,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/7302-86815-0061_332-128985-0068_2289-152254-0008.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/7302-86815-0061_332-128985-0068_2289-152254-0008.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/7302-86815-0061_332-128985-0068_2289-152254-0008.wav,45760
1624-168623-0004_4267-78186-0018_909-131044-0024,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1624-168623-0004_4267-78186-0018_909-131044-0024.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1624-168623-0004_4267-78186-0018_909-131044-0024.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1624-168623-0004_4267-78186-0018_909-131044-0024.wav,105240
4813-248641-0049_200-126784-0015_2391-145015-0093,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4813-248641-0049_200-126784-0015_2391-145015-0093.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4813-248641-0049_200-126784-0015_2391-145015-0093.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4813-248641-0049_200-126784-0015_2391-145015-0093.wav,104800
2136-5147-0026_8770-295465-0029_3486-166424-0027,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/2136-5147-0026_8770-295465-0029_3486-166424-0027.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/2136-5147-0026_8770-295465-0029_3486-166424-0027.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/2136-5147-0026_8770-295465-0029_3486-166424-0027.wav,26240
2092-145706-0004_7264-92314-0000_2836-5354-0004,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/2092-145706-0004_7264-92314-0000_2836-5354-0004.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/2092-145706-0004_7264-92314-0000_2836-5354-0004.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/2092-145706-0004_7264-92314-0000_2836-5354-0004.wav,116200
7078-271888-0113_1246-124548-0031_1334-135589-0077,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/7078-271888-0113_1246-124548-0031_1334-135589-0077.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/7078-271888-0113_1246-124548-0031_1334-135589-0077.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/7078-271888-0113_1246-124548-0031_1334-135589-0077.wav,112800
4406-16883-0014_4680-16042-0016_5808-48608-0037,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4406-16883-0014_4680-16042-0016_5808-48608-0037.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4406-16883-0014_4680-16042-0016_5808-48608-0037.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4406-16883-0014_4680-16042-0016_5808-48608-0037.wav,110600
3240-131231-0004_8838-298545-0009_1455-134435-0051,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/3240-131231-0004_8838-298545-0009_1455-134435-0051.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/3240-131231-0004_8838-298545-0009_1455-134435-0051.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/3240-131231-0004_8838-298545-0009_1455-134435-0051.wav,84320
254-12312-0010_200-124139-0023_1867-154075-0020,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/254-12312-0010_200-124139-0023_1867-154075-0020.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/254-12312-0010_200-124139-0023_1867-154075-0020.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/254-12312-0010_200-124139-0023_1867-154075-0020.wav,76840
6529-62556-0026_7148-7763-0000_198-126831-0039,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6529-62556-0026_7148-7763-0000_198-126831-0039.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6529-62556-0026_7148-7763-0000_198-126831-0039.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6529-62556-0026_7148-7763-0000_198-126831-0039.wav,39840
2691-156750-0015_60-121082-0054_3259-158083-0054,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/2691-156750-0015_60-121082-0054_3259-158083-0054.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/2691-156750-0015_60-121082-0054_3259-158083-0054.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/2691-156750-0015_60-121082-0054_3259-158083-0054.wav,92520
831-130739-0002_118-47824-0041_328-129766-0071,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/831-130739-0002_118-47824-0041_328-129766-0071.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/831-130739-0002_118-47824-0041_328-129766-0071.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/831-130739-0002_118-47824-0041_328-129766-0071.wav,65720
8238-283452-0045_1594-135914-0010_2436-2476-0019,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/8238-283452-0045_1594-135914-0010_2436-2476-0019.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/8238-283452-0045_1594-135914-0010_2436-2476-0019.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/8238-283452-0045_1594-135914-0010_2436-2476-0019.wav,82800
7367-86737-0071_6880-216547-0094_2764-36616-0010,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/7367-86737-0071_6880-216547-0094_2764-36616-0010.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/7367-86737-0071_6880-216547-0094_2764-36616-0010.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/7367-86737-0071_6880-216547-0094_2764-36616-0010.wav,101720
6181-216552-0073_4018-107312-0024_3374-298025-0031,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6181-216552-0073_4018-107312-0024_3374-298025-0031.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6181-216552-0073_4018-107312-0024_3374-298025-0031.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6181-216552-0073_4018-107312-0024_3374-298025-0031.wav,50240
4362-15663-0012_1737-142397-0018_302-123516-0031,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4362-15663-0012_1737-142397-0018_302-123516-0031.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4362-15663-0012_1737-142397-0018_302-123516-0031.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4362-15663-0012_1737-142397-0018_302-123516-0031.wav,101000
4813-248641-0050_89-219-0041_8629-261139-0026,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4813-248641-0050_89-219-0041_8629-261139-0026.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4813-248641-0050_89-219-0041_8629-261139-0026.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4813-248641-0050_89-219-0041_8629-261139-0026.wav,40400
5703-47198-0003_8465-246943-0019_412-126975-0030,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/5703-47198-0003_8465-246943-0019_412-126975-0030.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/5703-47198-0003_8465-246943-0019_412-126975-0030.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/5703-47198-0003_8465-246943-0019_412-126975-0030.wav,107440
4195-186238-0012_2989-138028-0018_458-126290-0005,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4195-186238-0012_2989-138028-0018_458-126290-0005.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4195-186238-0012_2989-138028-0018_458-126290-0005.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4195-186238-0012_2989-138028-0018_458-126290-0005.wav,33520
5703-47212-0022_6454-93938-0011_887-123290-0021,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/5703-47212-0022_6454-93938-0011_887-123290-0021.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/5703-47212-0022_6454-93938-0011_887-123290-0021.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/5703-47212-0022_6454-93938-0011_887-123290-0021.wav,106960
6836-61804-0018_89-218-0015_3983-5331-0041,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6836-61804-0018_89-218-0015_3983-5331-0041.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6836-61804-0018_89-218-0015_3983-5331-0041.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6836-61804-0018_89-218-0015_3983-5331-0041.wav,32960
