mixture_ID,source_1_SNR,source_2_SNR,source_3_SNR
3440-171006-0008_8088-284756-0061_403-216-0006,0.08723611230971512,-11.225034471508204,-1.3572402203998137
831-130746-0050_6563-63821-0008_118-124588-0005,-2.51530311132092,-2.6405170372703903,-4.003039793797764
8123-275216-0003_7264-92310-0005_5104-33406-0053,-4.980141409087249,-1.1854705633132916,-3.183318952344364
6454-120342-0018_7226-86965-0039_5393-19219-0012,-3.075545539636538,-5.479538736077152,-0.9089954297061121
6415-111615-0014_5808-48608-0055_8226-274369-0043,-3.3639679881644606,1.0080341335052916,-8.464179960885401
6385-220959-0029_5703-47198-0014_8095-274346-0042,-2.3272213996147144,-4.379755733493033,-2.415321249801653
1594-135914-0014_250-142286-0004_887-123291-0036,1.5301065251739663,-6.501709747518899,-5.353451462259004
1263-139804-0024_2002-139469-0012_4397-15666-0012,-3.5055476965712824,-2.6592952728657373,-2.931980095998756
4898-28461-0048_7190-90542-0056_211-122442-0030,0.7162424932335714,-5.996325501816075,-4.414419288968951
1737-148989-0002_426-122821-0024_2159-179157-0010,-11.443186387155635,1.7413234018471373,-3.001101574456604
7302-86815-0061_332-128985-0068_2289-152254-0008,2.9139140982981946,-7.004312366479507,-6.757466716071381
1624-168623-0004_4267-78186-0018_909-131044-0024,-4.329724993699704,-5.471681664392928,0.195170573390067
4813-248641-0049_200-126784-0015_2391-145015-0093,-6.0633966857478185,2.224892969295904,-6.645245908448793
2136-5147-0026_8770-295465-0029_3486-166424-0027,-0.8732469046816099,-2.6578575206504373,-6.2536468581801286
2092-145706-0004_7264-92314-0000_2836-5354-0004,-7.043677934471543,-2.420423803812356,-0.5760566027094584
7078-271888-0113_1246-124548-0031_1334-135589-0077,-2.055061749571948,-3.0832476806607927,-4.00017323723858
4406-16883-0014_4680-16042-0016_5808-48608-0037,-5.91694267919393,1.096248470902438,-5.161884414989785
3240-131231-0004_8838-298545-0009_1455-134435-0051,-6.35367217115983,0.7837959137973409,-4.326080467926192
254-12312-0010_200-124139-0023_1867-154075-0020,-2.49459032109775,-3.5875145520408265,-2.8910279331995623
6529-62556-0026_7148-7763-0000_198-126831-0039,-2.393459948635223,-6.223705417915843,-1.0802842498628598
2691-156750-0015_60-121082-0054_3259-158083-0054,-2.0773105339161653,-2.6590209160911114,-4.420650685284686
831-130739-0002_118-47824-0041_328-129766-0071,-7.743577089139934,-1.5902736714383408,-0.9113769813927032
8238-283452-0045_1594-135914-0010_2436-2476-0019,-4.518411012916866,-3.880960679231395,-0.8553111465951286
7367-86737-0071_6880-216547-0094_2764-36616-0010,-3.3482657896543704,-4.199456406409977,-1.5839654135962458
6181-216552-0073_4018-107312-0024_3374-298025-0031,-0.0823125331146589,-3.158836299423749,-6.524690039441541
4362-15663-0012_1737-142397-0018_302-123516-0031,-3.6250242525236196,-0.8201624793743155,-4.8637429595618
4813-248641-0050_89-219-0041_8629-261139-0026,-3.132188106732054,-2.0380118001426912,-4.028431921209924
5703-47198-0003_8465-246943-0019_412-126975-0030,-0.3661289061432371,-2.776479421601979,-6.707645888228932
4195-186238-0012_2989-138028-0018_458-126290-0005,-5.329203298547086,-7.16741700547189,1.9268624774760519
5703-47212-0022_6454-93938-0011_887-123290-0021,-1.1793623891546692,-0.5842363041753292,-9.640168778915486
6836-61804-0018_89-218-0015_3983-5331-0041,-5.94021176212137,-5.380096758943437,1.4126577288198208
89-219-0012_163-122947-0089_26-495-0071,1.991447527092351,-4.703581766656727,-8.078036087603929
831-130746-0037_7402-90848-0014_328-129766-0037,-2.3098257392128656,-1.8522278326957662,-5.204899979871788
125-121124-0023_6454-107462-0005_7190-90543-0009,-6.079184612348185,2.979379395144929,-8.004002710414568
4051-10927-0022_4813-248641-0002_8312-279790-0020,-3.16288222429385,-4.30013428076231,-1.6885851792201216
730-360-0002_248-130644-0032_5022-29405-0014,-3.8273401251773222,-0.7497600045013936,-4.804596338783329
8770-295462-0004_8238-274553-0047_78-368-0015,0.6635006819136984,-3.5314510777142583,-7.409171323583993
2893-139310-0026_5104-33406-0034_2007-132570-0011,-8.044512337789836,-6.133629155958515,3.0599046244183774
2893-139322-0006_1116-137572-0016_322-124146-0021,0.07213143253815628,-6.214539496677554,-3.6573233848230435
6385-34655-0024_8098-275181-0018_196-122152-0003,-4.460629788983321,-1.0210134531584483,-3.77352026517028
3807-4923-0025_2989-138028-0001_125-121124-0055,-5.362520732788953,1.3786436128402892,-6.082048775644461
5390-30096-0031_27-124992-0058_6181-216552-0064,1.170475195750644,-10.43774513062386,-2.6446518989675982
5390-24512-0039_4340-15220-0092_1069-133709-0038,-6.0400084989940295,-7.574340744034678,2.686507753573527
1578-6379-0009_587-54108-0014_405-130894-0007,-1.6361387315884524,-7.03983239201908,-1.2526323867688869
8629-261140-0041_2092-145706-0060_2289-152257-0009,-6.0288886389714555,-3.661912910617539,0.026600371921056513
8630-305213-0011_6367-65536-0028_8098-278252-0028,-0.5870756371347705,-4.6549941772622985,-4.175698206970339
3857-182315-0003_7264-92314-0008_8095-274346-0009,-5.309704470436244,1.2105138598922707,-6.083775307556309
8088-284756-0063_302-123523-0016_6181-216552-0028,-7.338073521775026,1.0276984100702267,-4.024190491395783
3240-131231-0068_909-131045-0002_1246-124548-0003,-3.8586557077314074,-1.8688319602961156,-3.336223555015781
5049-25947-0011_412-126975-0064_8975-270782-0112,-4.9260111014480765,-0.5564391136546943,-3.9038001357334746
1594-135914-0126_3259-158083-0042_7059-88364-0033,-2.4666598398820074,-0.9250153764660125,-6.303132147847964
322-124146-0016_2518-154825-0036_4297-13009-0047,-4.174656032406977,0.07424158796459246,-5.505650674688515
3857-182315-0037_8975-270782-0013_1578-6379-0016,3.089414280359011,-6.9305526619964875,-7.165794750730012
7148-82991-0002_8468-294887-0015_8238-283452-0013,-6.815909599764975,1.1132253364448381,-4.419185226447027
481-123720-0006_374-180298-0063_8797-294123-0001,-1.5270184886196234,-2.214358210699292,-5.717241265578074
5393-19218-0023_211-122442-0070_831-130739-0041,-9.049254228610437,-0.16847056380943692,-1.7708905237139938
2989-138028-0061_39-121914-0022_5322-7679-0013,0.3733617561863707,-7.497086892898608,-3.0940243368761466
4267-287369-0004_445-123860-0014_8098-275181-0030,-17.508359824466744,16.030304339455224,-21.51808817502285
5561-41616-0027_587-54108-0012_4051-11218-0046,-0.7572100534064863,-5.380405461894133,-3.340068726333378
8465-246940-0012_2911-7601-0014_405-130895-0015,-3.876940211792853,-4.7473138346932044,-0.7164150164016119
1034-121119-0006_839-130898-0096_3830-12535-0020,-1.233874762312757,-4.338910743523286,-3.2877522548240092
4898-20016-0013_7367-86737-0104_4195-186236-0003,2.9573640346969974,-11.549277903228283,-4.3225345527207075
1594-135914-0047_1737-148989-0008_6925-80680-0053,-0.727909071445073,-8.113333802984272,-1.5886058006231707
1743-142912-0021_587-41611-0027_7078-271888-0013,-3.4404219630915605,-6.300019503094621,-0.018000751715181004
196-122150-0011_233-134440-0024_1502-122619-0070,-4.7627564561663736,-3.780261926530819,-0.755843629282897
3214-167607-0011_374-180298-0005_6848-76049-0034,-1.7443310772996186,-3.7307513602886146,-3.653145982213273
4014-186176-0020_6181-216552-0039_2159-179157-0012,-2.01686240576408,-3.1289504815340825,-4.011147057896301
226-131533-0023_4813-248641-0054_3259-158083-0094,-3.703415158450877,-5.178517661952799,-0.577806656280404
1963-142393-0049_7178-34645-0025_1502-122615-0014,-9.832507789621786,-0.6450046555369349,-0.9936067299010565
7505-258964-0004_5104-33406-0045_1455-134435-0009,-4.773618308150772,2.2804193301842104,-8.542543052873574
6209-34601-0005_3983-5331-0039_1970-26100-0011,-5.633744666318936,-3.154852793298698,-0.695878338480624
7312-92432-0016_7113-86041-0071_5703-47198-0032,-6.487028062337749,1.6178889961694742,-5.302679715556798
201-127786-0019_405-130894-0069_5678-43302-0038,-3.864413214018603,-7.933820232998095,1.270359545707702
4088-158077-0038_233-155990-0039_2514-149482-0048,-10.613044748060265,-1.4628510167740438,0.0934802964113192
8770-295462-0034_40-222-0042_7511-102419-0028,-7.359739101749547,-4.466835610910355,1.4215890839960585
2893-139310-0053_8238-283452-0026_6848-76049-0009,-4.0790826976397225,-7.2323985706573914,1.0368956670564755
26-495-0066_4160-11550-0006_730-359-0031,-3.527075474336966,-2.773596592902843,-2.7280879575900654
6081-41997-0009_1502-122619-0037_3259-158083-0014,-6.421649534310303,1.6064540824808886,-5.357997945398974
730-358-0063_8580-287364-0002_7078-271888-0083,-1.653758262516951,-6.988933993599259,-1.1609840858465683
8014-280382-0012_2691-156745-0002_103-1241-0027,-4.757682839622855,0.8000884210588164,-5.898931988384328
4340-15220-0085_6385-220959-0031_2911-7601-0033,-8.465069658041555,2.8222595962566572,-5.569556877612798
332-128985-0083_2843-152918-0006_3807-4923-0019,-8.153429995790964,-11.00810872749044,5.8311903461327885
3723-171631-0042_2514-149482-0024_8063-274115-0000,-0.4113248136201381,-4.5380724294466965,-4.468277352951373
4397-15678-0005_1116-132847-0028_3607-29116-0015,-0.13608888450199635,-10.78961936302971,-1.2047095741728513
211-122425-0018_1737-142397-0015_7800-283478-0014,-2.834020990775343,-9.41822289588888,0.9444450629937826
625-132112-0043_7078-271888-0100_6064-56165-0024,-3.13669099219055,-1.5876614504396147,-4.4708595487293
103-1240-0019_460-172359-0007_8468-286673-0013,-1.612635235340956,-1.21091938623937,-7.19439297303543
6385-220959-0017_669-129061-0013_1069-133709-0003,-4.607224213663648,-2.6162899389423977,-1.9193970743889899
7447-91187-0004_1926-147979-0021_4853-27671-0027,-1.2918170841891374,-6.82270778335714,-1.6811991065051926
1970-28415-0015_405-130895-0010_1034-121119-0023,-0.33342712547724535,-2.556556500387217,-7.277059287974027
4680-16026-0010_7800-283478-0032_1926-147979-0033,-3.9742378730486507,-1.0984397431483817,-4.169570244730764
4406-16883-0026_4267-72637-0008_7302-86815-0083,-4.332608788845214,-1.2173117629459567,-3.6493960514504247
1867-154071-0001_5561-41615-0017_3830-12535-0006,-2.6572765493710913,-4.0086577912561285,-2.314098597427781
5561-41615-0000_4788-94904-0004_3947-13260-0020,-5.00506324970484,-6.069359352938522,1.2031495864394088
26-495-0023_4362-15663-0075_8975-270782-0099,-3.295173448503348,-3.5498076377334415,-2.2008024488344917
4680-16026-0000_8468-286673-0019_6272-70171-0007,-0.5003111695248055,-6.774452651760862,-2.6221195018588244
3664-178355-0034_6476-57446-0024_3486-166446-0001,-5.864115275914319,-0.38161810661353185,-3.16493977809135
1183-128659-0013_5867-48852-0034_3374-298026-0041,-3.1192398081749695,-1.7505326133957717,-4.344451346621502
460-172359-0066_7511-102420-0039_26-495-0048,1.4289915389316343,-4.502880740473016,-7.238348502944514
5322-7679-0032_2007-149877-0038_5104-33406-0023,-2.925305031940168,-6.3675978759320815,-0.4465670960019988
445-123857-0008_8238-283452-0024_8465-246943-0018,18.543838855321248,-22.48757851326932,-20.84351828945939
3242-8112-0003_7859-102519-0046_3112-9555-0065,-0.875437764567243,-3.3905172794386425,-5.128032242652571
8770-295463-0002_229-130880-0044_730-360-0006,-1.9463531569713846,-5.7937971706765286,-1.7794839989164117
3240-131231-0052_1334-135589-0072_3486-166446-0002,-8.153482030619116,-1.0537445972989825,-1.3327715313439676
1116-132851-0009_302-123516-0010_3830-12530-0024,-6.179163429650415,-2.0762064387117483,-1.3826254226131571
6209-34600-0005_5463-39174-0013_233-134440-0039,-4.114664413820998,0.7425220965964141,-6.689303780540215
7264-92314-0006_3947-13262-0020_4051-11218-0005,-6.3605284533132425,1.2638288460905152,-4.997501016407856
2952-410-0056_6081-41997-0027_3214-167602-0014,-2.6020509237736924,-0.005094682803645814,-7.648687227123294
441-128982-0007_2092-145706-0007_89-218-0018,-1.9945303504399148,0.016706040929070954,-8.985954935452884
7859-102518-0022_254-145458-0009_5789-57195-0022,-7.188669774542198,-2.166819023663109,-0.6443512652075899
4267-287369-0005_83-11691-0033_2910-131096-0001,4.568873356306446,-8.23288124078832,-8.276779045744904
6385-34655-0004_7059-77900-0020_4640-19187-0020,-5.141107349819194,-2.465529836231624,-1.590023023483452
3607-29116-0041_6925-80680-0027_426-122821-0000,-5.761777828640309,-2.7255643612196327,-0.9488199001751316
5778-12761-0016_2843-152918-0047_1098-133695-0088,-1.00788721315609,-2.925257771174041,-5.507004516426362
3486-166424-0057_3607-135982-0050_3983-5371-0029,-8.699464726147777,3.2070978903455045,-5.878121393635513
8088-284756-0079_6454-120342-0030_1970-28415-0017,-5.739878494674429,1.793792492769476,-6.242139728959849
481-123719-0000_83-9960-0025_4898-28461-0051,-11.71646235856102,-3.905883845201571,2.5731949777377077
125-121124-0021_2911-7601-0008_4813-248638-0030,-2.966058881555977,-2.4107316719422967,-3.62467250627314
5339-14134-0056_226-131532-0031_2893-139310-0047,-1.4877392179673363,-6.249922195348672,-1.9616289597011427
2384-152900-0069_4481-17498-0043_4898-28461-0029,-7.140290468687689,-3.4006257511112583,0.4238696043968621
6836-61803-0008_6272-70171-0041_831-130739-0056,-1.102326496072127,-2.6503595506052924,-5.758220196739543
3259-158083-0084_196-122152-0013_7780-274562-0042,-4.712126941061871,1.0965434965940806,-6.33277357106759
2893-139322-0043_2843-152918-0037_8747-293952-0057,-0.8832551765427834,-1.5442996288543756,-7.90399018007566
1970-26100-0024_6078-54007-0013_1963-142776-0003,0.8592332426346252,-5.940694412340701,-4.803116005321246
3607-29116-0032_7059-88364-0029_8838-298545-0034,-3.5603733924145238,-1.605728902624404,-3.919840896297882
8238-274553-0060_1081-128618-0012_1235-135883-0013,-4.553003594379833,-5.004150167615765,0.11537337512587609
89-219-0049_7278-246956-0022_446-123501-0009,-5.87586291562785,1.0213761137065074,-5.0019417968333
696-93314-0017_254-127705-0018_2911-12359-0025,-4.422013768720763,-2.2631007061458295,-2.4299007697845343
7067-76047-0015_1594-135914-0123_7402-59171-0027,-6.551462345341472,-6.7368583910884965,2.50298956543032
289-121665-0004_83-9960-0037_7278-91083-0015,-10.438651526612968,-7.093024138039722,4.8841569496725725
2384-152900-0028_5867-48852-0013_5390-24512-0041,-7.668860876397179,-2.521584960555347,-0.0891635569326446
3242-67153-0022_7635-105409-0028_1069-133699-0038,0.9059467809477945,-8.188264347767474,-3.351418911090103
8063-274112-0040_7800-283478-0018_1970-26100-0002,-7.187294542449036,-6.860347294460257,3.0064478645254002
1235-135883-0018_2893-139322-0004_1116-132847-0030,-6.637782406734139,1.0790633586800837,-4.543424469248691
2843-152918-0055_5750-100289-0064_5456-58161-0008,-1.3655971286356203,-3.0904445894056543,-4.838861801747541
8747-293952-0029_1578-140049-0019_2911-7601-0005,-5.152337463349392,-4.514702232735846,0.14659618405073332
2092-145709-0001_87-121553-0039_322-124147-0044,-0.3189773353114129,-2.8701986702986115,-6.60177860918308
6818-68772-0022_6385-220959-0007_125-121342-0036,-5.735786577199844,1.1532593386203867,-5.319318939472943
328-129766-0016_4051-11217-0025_7078-271888-0034,-1.9784063647654746,-2.6725782000023974,-4.469226992714569
1594-135914-0048_322-124146-0018_3526-175658-0026,-3.244354466427761,-0.35845496884163497,-5.964802416154411
2136-5147-0014_1355-39947-0004_1034-121119-0031,-0.7198201632059424,-5.913299028443284,-2.932165512707126
1098-133695-0039_696-92939-0016_4051-11218-0055,-2.3237103778155808,-0.26915468247254737,-7.798517267835534
2989-138035-0069_8465-246943-0022_7067-76048-0032,-0.5993364368528121,-3.7430489570961702,-4.906759783714355
5703-47198-0049_5322-7680-0023_7148-59157-0040,1.0529326988097412,-6.535658303280881,-4.6429670129146485
887-123290-0015_8629-261139-0009_6818-76332-0050,-8.190693993717261,-0.32684464820687076,-2.0066894233159744
8797-294123-0101_5192-19397-0009_5322-7679-0009,-3.182463532870505,-4.443384004689433,-1.5278979696591743
6147-34605-0022_6848-76049-0031_1363-139304-0022,-3.154442294633197,-2.8762976301165994,-2.9553311057291003
2911-15084-0002_103-1241-0001_1447-130551-0015,-2.5355996702776853,-4.615586050406185,-1.8131016865364367
4853-27671-0021_4088-158077-0080_3807-4955-0028,-5.698424946647287,1.728753070035252,-6.248053344531811
8797-294123-0036_8468-286673-0020_6529-62556-0014,-1.0438303466186571,-7.695814926925247,-1.5328220580310645
8629-261140-0025_7226-86964-0004_6836-61803-0031,-1.493684321152036,-3.9547821050737375,-3.732379385130415
1737-148989-0036_298-126790-0040_8468-286673-0024,-10.502260058756272,2.612976196323544,-4.265941411099581
4640-19187-0031_233-155990-0017_8580-287364-0042,-1.1593783579071828,-2.6588069352493804,-5.616251352408501
2836-5354-0045_7113-86041-0008_3983-5371-0019,-4.069693304220751,1.4559721129416383,-8.024519157286797
3664-11714-0022_4340-15220-0054_3807-4923-0052,-7.077412558360743,-5.832013281507619,2.285651367333881
1263-141777-0031_6531-61334-0116_118-47824-0006,0.6695886265317024,-5.606138644787761,-4.797905538854145
2989-138035-0039_4406-16882-0029_2007-149877-0052,-3.937937995017279,-1.2669924565369872,-4.032854783119818
8238-283452-0039_1737-148989-0022_4830-25904-0007,-7.138258757792482,-9.436255283158465,4.466557825244345
2092-145706-0061_7505-258964-0009_1502-122615-0030,0.2347647959445814,-4.58808428084136,-5.273696096728852
1867-148436-0015_3440-171009-0013_3947-13260-0030,-7.781013062939211,-1.5054113283973383,-0.9540627867637829
1263-139804-0021_2384-152900-0088_211-122425-0002,-2.3973430560738866,-3.3753910797701714,-3.2983696568172953
2989-138035-0066_8063-274112-0004_201-122255-0030,-3.9194839226677436,-0.21374023503085007,-5.459727805541487
460-172359-0047_4813-248641-0005_2514-149482-0069,-4.843921220052567,-1.8107909732033034,-2.5333307965565597
332-128985-0052_7402-59171-0015_6078-54007-0008,-4.513579822728975,-5.233470775921746,0.11060328241343179
8063-274112-0008_1926-147987-0009_1263-139804-0004,-1.471663949409014,-9.319100447186008,-0.3282961232263971
125-121124-0001_307-127535-0017_6272-70191-0008,0.1285280728900495,-7.226611745262308,-3.049950747005875
5022-29411-0037_4397-15668-0006_8226-274369-0051,-6.3698501943112245,-1.1452554543789257,-2.303024220275712
4088-158077-0062_1069-133709-0047_298-126791-0035,-6.398667020846833,-5.33398569375764,1.56944021097073
211-122442-0014_2989-138035-0046_6147-34606-0024,-4.631014374285664,-6.818217554369729,0.6738458148388354
460-172357-0001_5393-19219-0026_3830-12530-0002,-4.8531219306982845,-6.5579972293218445,1.2836265910224876
307-127540-0015_7794-295948-0015_1898-145715-0018,-0.16490843934203242,-1.7827875388419434,-9.097712031592481
1594-135914-0090_2092-145706-0048_60-121082-0003,-3.2733866848893634,-4.905312440517729,-1.2363138574810209
2518-154826-0051_5750-35690-0004_7635-105409-0000,-3.8591404574396377,-2.406768928970015,-2.7751007669976584
4137-11702-0017_3259-158083-0028_7367-86737-0042,0.3132115438052786,-2.5524244231034183,-8.425553484514014
4014-186179-0039_8312-279791-0044_7402-90848-0047,-4.551734256006573,0.6157778109033787,-5.870871638453177
6925-80680-0060_3436-172171-0063_2989-138028-0006,-5.213970967642999,-7.554763780583694,2.1369699082464506
8123-275209-0008_2136-5143-0033_3983-5371-0011,-3.7770053659604446,-2.491813688511771,-2.8670049684466363
6081-41998-0034_696-93314-0001_5456-58161-0014,-0.46945061504526064,-2.7328582642942347,-6.7677867378859435
1069-133709-0022_118-121721-0017_2989-138035-0067,-4.063558087922984,-5.208163141087038,-0.28131704743062436
4088-158077-0074_5339-14134-0021_5789-70653-0025,-3.2311881205834903,-3.0499947815149238,-2.6272405392534703
4014-186179-0014_374-180299-0023_3112-9555-0026,-2.1576401978740076,-2.7748726183501864,-4.261031968131018
4018-103416-0028_4137-11702-0035_4441-76250-0020,-0.2293753498849943,-5.335685759775552,-3.961763428794593
3240-131231-0009_3807-4955-0013_2182-150130-0019,0.4129768103935888,-5.424872384719569,-4.672610120513921
3240-131231-0046_403-216-0027_196-122152-0023,-2.0384834598820807,-3.356496772214366,-3.5953919315286633
3857-182315-0009_3607-29116-0030_8324-286683-0023,-8.735840488046513,-5.6120742899851255,2.995671275738197
6415-116629-0038_7059-77900-0003_3983-5371-0018,-7.69272615125924,-6.293480123783533,2.9404935363550866
6415-111615-0017_1963-147036-0021_1898-145724-0005,5.297958090879277,-9.001571536045727,-8.838500287628422
6415-116629-0028_911-128684-0035_248-130697-0000,-6.01749615512436,-4.246752914017642,0.501364751587554
446-123502-0030_6925-80680-0078_3947-13260-0043,-7.010376727264481,1.808600283818258,-5.225966088764657
7402-59171-0004_831-130739-0025_2817-142371-0062,-5.570808211451994,-1.3518295201060666,-2.5417760605052457
2436-2477-0025_7800-283492-0019_730-358-0056,0.023391481670538287,-1.8046852373564424,-9.526586870942072
6476-57446-0080_405-130895-0026_669-129061-0075,-1.1128790495917311,-5.770449937687367,-2.6309039521233974
839-130898-0073_3947-13260-0039_1363-139304-0028,1.1878945007574528,-2.701429434109378,-10.502635497956788
4018-107312-0010_3486-166424-0026_5561-41616-0038,1.4093133097738604,-4.421304640956542,-7.448164483818359
1963-142776-0029_2136-5143-0025_2764-36619-0011,-2.9495017193093647,-2.640790676709197,-3.482129035527569
6078-54007-0004_32-4137-0021_150-126107-0015,-2.010364527390175,-6.020455326532671,-1.4835240534970093
201-122255-0034_3947-13260-0006_2911-7601-0027,-6.497063949405401,-5.621842260308753,1.7890950737801878
1737-142397-0032_625-132118-0033_3982-182255-0043,-8.567511271358693,-2.714020469669944,0.4949964688693615
4481-17498-0036_8629-261139-0023_4680-16026-0005,2.5270269443225892,-6.7809791725327635,-6.570776996336213
322-124147-0038_3947-13262-0010_730-359-0028,-5.205174364043237,-1.700261751779054,-2.376156154046074
229-130880-0033_460-172359-0020_2836-5354-0008,0.03945380594229765,-5.092532680874746,-4.5617688758816275
669-129061-0026_5703-47212-0002_6531-61334-0079,-4.2965759347825285,-5.232936093923655,-0.023584895240390716
27-124992-0002_4640-19189-0012_2289-152258-0038,-3.347179369279161,-2.1489885536696547,-3.6771468829927634
7505-258964-0039_6925-80680-0044_3259-158083-0049,-5.631645808363507,-5.077269950742618,0.8131733956688314
2196-170379-0000_1963-147036-0023_8098-275181-0026,-1.484573508799198,-3.0750567268784064,-4.695151456388247
5390-24512-0033_6209-34599-0038_6019-3185-0002,-7.172301721887003,0.07416299021049233,-3.0189405410254673
32-4137-0002_229-130880-0061_5703-47198-0027,-5.266483810813172,-3.0191297748225647,-1.0758515957445844
2289-152253-0026_7367-86737-0039_6848-252323-0040,-7.214008588345014,-3.40650300988917,0.4135390645129447
3830-12531-0026_831-130746-0041_40-121026-0012,-4.862891015794236,-7.384170712425863,1.5591751201104418
5163-39921-0036_7505-83618-0012_625-132118-0035,2.0082576426467718,-6.989320822481885,-5.523945668154219
6437-66173-0022_7264-92314-0002_839-130898-0088,-10.338648067416564,-2.6726034416979685,1.111043016180739
696-92939-0033_4680-16042-0017_8425-246962-0019,-3.366699859437209,0.3038438967331332,-6.903141203221899
8324-286682-0008_2836-5355-0027_150-126107-0038,-0.4389214805637821,-4.752430152141066,-4.18918150906507
118-124588-0019_6019-3185-0101_40-222-0034,-4.250014990184968,-3.5018031359141193,-1.412882371467079
403-126855-0009_8051-118101-0014_587-54108-0054,-2.6150069524435877,-2.6644060061504673,-3.7710975595349536
403-128339-0025_248-130697-0021_4813-248638-0005,1.1077185717947962,-8.95344508028998,-3.195988147808963
4853-27670-0014_5789-57158-0030_7794-295948-0008,1.3863483348010222,-3.7596827401069666,-8.554738823987517
5750-100289-0021_7113-86041-0010_8630-305212-0027,1.1311259269646294,-4.305383187889117,-6.926035820252023
3436-172171-0032_5339-14134-0004_1502-122619-0065,-4.278461951462347,-5.983919606494508,0.4626066062714656
2893-139310-0000_4853-27671-0008_7278-91083-0010,-4.509385575836356,-2.461417196913363,-2.189520811408378
887-123291-0031_7511-102420-0023_6880-216547-0054,-4.456824634647183,-2.5612216259832774,-2.103209413591069
2843-152918-0098_839-130898-0041_302-123523-0015,1.024593106747742,-4.509950188258686,-6.583219168767849
4680-16041-0027_4813-248641-0036_6836-61804-0009,-0.5532812606005547,-4.669378682539715,-4.249201321494923
196-122159-0014_445-123860-0016_1970-10594-0023,-14.710698083951106,13.318308851878275,-19.10179560408992
8014-112602-0040_2007-132570-0049_1867-154071-0028,-4.340524363681043,-8.905876333037488,2.037407120137779
7505-258958-0005_4195-186236-0018_1963-142776-0026,-5.557057897656642,-0.5451324674817554,-3.383182745546944
6563-63821-0031_8095-274345-0016_5652-39938-0032,-1.6205307242159261,-6.207512146046531,-1.8634214222491776
2764-36617-0034_696-93314-0009_4018-107338-0007,-9.472845781673199,0.062122587245528424,-1.82396859676032
226-131533-0000_302-123504-0001_2764-36619-0004,-1.8136500204414265,-6.895631251318585,-1.0990842683531046
7794-295947-0018_1594-135914-0105_3664-11714-0007,-7.278995587638336,-1.5390514170172855,-1.1782440997028911
3830-12529-0003_911-130578-0005_2514-149482-0090,-9.275950674741619,-4.0310402706760735,1.982806254012327
1183-133256-0009_229-130880-0054_5393-19219-0009,-5.307238212241563,-1.487734471222018,-2.4705484395657287
8123-275193-0016_1447-130552-0011_1723-141149-0054,-4.455826449146238,1.8300851669874154,-8.184249434407947
6367-74004-0004_103-1241-0017_8609-262281-0023,-5.861813993368132,2.0455093509359736,-6.607641934011185
