mixture_ID,source_1_SNR,source_2_SNR,source_3_SNR,noise_SNR
1624-168623-0004_4267-78186-0018_909-131044-0024,-4.581070524558791,-5.69401596165163,-0.17220097192288153,-13.788512910978064
4813-248641-0049_200-126784-0015_2391-145015-0093,-7.060992396469356,0.3792611741650527,-7.612703483767933,-7.052687762695964
2136-5147-0026_8770-295465-0029_3486-166424-0027,-2.652788103855177,-4.22877186347074,-7.501798928284788,-5.799575356558222
2092-145706-0004_7264-92314-0000_2836-5354-0004,-7.772964647155625,-3.345925304998766,-1.679609412644503,-8.250881085131125
7078-271888-0113_1246-124548-0031_1334-135589-0077,-2.7443176339710282,-3.7012114907990874,-4.587944196004008,-9.724055170099296
4406-16883-0014_4680-16042-0016_5808-48608-0037,-7.105467299149499,-0.8781988926412143,-6.418452342505266,-5.975723142970644
3240-131231-0004_8838-298545-0009_1455-134435-0051,-6.939697202876339,-0.2485232541996097,-5.017764650888779,-9.266447591170252
254-12312-0010_200-124139-0023_1867-154075-0020,-3.16428068453878,-4.177348773219615,-3.5551518472449546,-9.848289523866661
6529-62556-0026_7148-7763-0000_198-126831-0039,-4.652027027708014,-8.18543589260451,-3.6671037522645693,-3.574555015616035
2691-156750-0015_60-121082-0054_3259-158083-0054,-2.8892089361983193,-3.4290908948195775,-5.1237442405244416,-8.876490875562574
831-130739-0002_118-47824-0041_328-129766-0071,-9.146957548000135,-3.5286682101109275,-2.894985153308227,-4.802181468281173
8238-283452-0045_1594-135914-0010_2436-2476-0019,-5.568624487147655,-4.953946483421462,-2.211396219015911,-6.955663322667105
7367-86737-0071_6880-216547-0094_2764-36616-0010,-3.8219352351445184,-4.659100563842834,-2.135100492727021,-11.122344458771893
6181-216552-0073_4018-107312-0024_3374-298025-0031,-1.4452883302605368,-4.22259093952915,-7.424101630423668,-7.212240094364248
4362-15663-0012_1737-142397-0018_302-123516-0031,-4.211439189395115,-1.5415804797304267,-5.409002688923215,-10.04767201138397
4813-248641-0050_89-219-0041_8629-261139-0026,-4.750153418545972,-3.807144593299567,-5.581478039738643,-5.214317868544049
5703-47198-0003_8465-246943-0019_412-126975-0030,-1.82563675199375,-3.990815060716844,-7.690967371455835,-6.724868330821401
4195-186238-0012_2989-138028-0018_458-126290-0005,-6.172743755197029,-7.928155252680139,0.4568037008581327,-7.76070284697513
5703-47212-0022_6454-93938-0011_887-123290-0021,-1.512545084851942,-0.9231077787892666,-9.851035757257119,-13.416528853292583
6836-61804-0018_89-218-0015_3983-5331-0041,-7.2184700625061105,-6.645732139253582,-0.6350292722657941,-5.874630166562506
89-219-0012_163-122947-0089_26-495-0071,0.49958023910686467,-5.54835359459036,-8.787178769922582,-7.961856362946106
831-130746-0037_7402-90848-0014_328-129766-0037,-2.631783498782527,-2.2205052806448085,-5.494981120988505,-12.868614598416334
125-121124-0023_6454-107462-0005_7190-90543-0009,-7.347732464099085,0.3823254467526822,-9.184769373960028,-5.5455012816021645
4051-10927-0022_4813-248641-0002_8312-279790-0020,-4.379770395062801,-5.434668991039036,-3.0338117793659567,-6.640646469862057
730-360-0002_248-130644-0032_5022-29405-0014,-4.38502930983824,-1.4563889190952717,-5.307256153543359,-10.106134263636319
8770-295462-0004_8238-274553-0047_78-368-0015,0.013133609989402339,-3.9895889738687087,-7.78726882174828,-11.436386863925257
2893-139310-0026_5104-33406-0034_2007-132570-0011,-8.594283292436023,-6.72372193484366,1.7770703142220576,-9.432951746743571
2893-139322-0006_1116-137572-0016_322-124146-0021,-1.8025428824056426,-7.456255641541935,-5.05192454898689,-5.768642215911544
6385-34655-0024_8098-275181-0018_196-122152-0003,-5.490076860649453,-2.3295091811669573,-4.846802524720441,-7.042890490777541
3807-4923-0025_2989-138028-0001_125-121124-0055,-6.7443989203595445,-0.8999542200040421,-7.421693043064539,-5.452170258119198
5390-30096-0031_27-124992-0058_6181-216552-0064,0.6033888999227606,-10.699922668860346,-3.0106419815205787,-12.229545672546035
5390-24512-0039_4340-15220-0092_1069-133709-0038,-6.7465345401889785,-8.235386720693057,1.2153809674064013,-8.543793641616473
1578-6379-0009_587-54108-0014_405-130894-0007,-2.1315628851736275,-7.389860353189805,-1.7668342339266943,-11.419367366293478
8629-261140-0041_2092-145706-0060_2289-152257-0009,-7.005622114211491,-4.75387308042383,-1.4315743112285895,-7.038483798472534
8630-305213-0011_6367-65536-0028_8098-278252-0028,-1.0758739650935354,-5.004864961421581,-4.544741752184742,-12.16181641505771
3857-182315-0003_7264-92314-0008_8095-274346-0009,-7.335525381168102,-1.9419841699787355,-8.05307266577979,-3.4412381578257674
8088-284756-0063_302-123523-0016_6181-216552-0028,-8.75783138613828,-1.3906541884011019,-5.702662210524552,-4.728370910267944
3240-131231-0068_909-131045-0002_1246-124548-0003,-4.249933407873547,-2.33626139047353,-3.755157744038697,-11.785181587368111
5049-25947-0011_412-126975-0064_8975-270782-0112,-6.3033773334998475,-2.5238458492939837,-5.405854071834144,-5.096159159406948
1594-135914-0126_3259-158083-0042_7059-88364-0033,-4.231351464303794,-2.889587606535171,-7.744975505774031,-4.9846072737105835
322-124146-0016_2518-154825-0036_4297-13009-0047,-4.759876602783519,-0.7395741331533421,-6.044583057699494,-9.941810451634815
3857-182315-0037_8975-270782-0013_1578-6379-0016,0.07250323371639686,-8.378498618764604,-8.608062881158444,-4.87727379636511
7148-82991-0002_8468-294887-0015_8238-283452-0013,-7.4256134088121595,0.04962280011509625,-5.086844958173412,-9.092028231499752
481-123720-0006_374-180298-0063_8797-294123-0001,-4.3880223004932635,-4.9513570270521505,-8.03359441649339,-2.6107712990379763
5393-19218-0023_211-122442-0070_831-130739-0041,-9.607836243749944,-1.100773056987578,-2.555970025678746,-9.138376569247804
2989-138028-0061_39-121914-0022_5322-7679-0013,-0.5839834942240638,-8.062708559459052,-3.8268070289612077,-9.12239322080753
4267-287369-0004_445-123860-0014_8098-275181-0030,-17.569242956686697,14.04175163782192,-21.578928581204664,-18.560923030277166
5561-41616-0027_587-54108-0012_4051-11218-0046,-2.274512320205407,-6.47870104583821,-4.559250185174102,-6.608171151277173
8465-246940-0012_2911-7601-0014_405-130895-0015,-5.428364420780265,-6.32664147156636,-2.617099723873377,-4.900520077189241
1034-121119-0006_839-130898-0096_3830-12535-0020,-1.52235836740937,-4.593405986601949,-3.5649050797937654,-13.905335446478759
4898-20016-0013_7367-86737-0104_4195-186236-0003,0.2946932682135031,-12.71133014394563,-5.773589485299404,-5.4061280384421995
1594-135914-0047_1737-148989-0008_6925-80680-0053,-1.639182648234239,-8.70635364165735,-2.4811574858338252,-8.625568661519356
1743-142912-0021_587-41611-0027_7078-271888-0013,-5.582829564616409,-8.164244903761128,-2.6815162697477763,-3.7145570928686285
196-122150-0011_233-134440-0024_1502-122619-0070,-5.779288344058827,-4.868497429128707,-2.120239311911406,-7.037054357582184
3214-167607-0011_374-180298-0005_6848-76049-0034,-2.454698582861807,-4.335606281352381,-4.273444569671633,-9.803641879650726
4014-186176-0020_6181-216552-0039_2159-179157-0012,-4.5144180827049425,-5.459850736548544,-6.212211897433001,-3.2361031291575584
226-131533-0023_4813-248641-0054_3259-158083-0094,-4.535075037404469,-5.932741769005354,-1.6466374618827677,-8.32494534415421
1963-142393-0049_7178-34645-0025_1502-122615-0014,-10.118276862392104,-1.1188389520603237,-1.4363651329758211,-12.244160107203609
7505-258964-0004_5104-33406-0045_1455-134435-0009,-6.524332499581496,-0.6555115277361321,-10.111772471684073,-4.306942358775345
6209-34601-0005_3983-5331-0039_1970-26100-0011,-6.174077582118192,-3.759562303768909,-1.4174607937483217,-10.065189385833225
7312-92432-0016_7113-86041-0071_5703-47198-0032,-7.246308707046504,0.27978292825297774,-6.095869439174166,-8.260529007436936
201-127786-0019_405-130894-0069_5678-43302-0038,-4.692499739077947,-8.626925055463945,-0.05594009137701469,-8.236962500665937
4088-158077-0038_233-155990-0039_2514-149482-0048,-11.237199832218606,-2.414290332828747,-1.0045870563337158,-8.353806742047064
8770-295462-0034_40-222-0042_7511-102419-0028,-8.072064945457958,-5.2826607667776715,0.05582705390831901,-8.115717531414646
2893-139310-0053_8238-283452-0026_6848-76049-0009,-4.806900878334329,-7.863440343212132,-0.04968183697937618,-9.016694253074743
26-495-0066_4160-11550-0006_730-359-0031,-5.165762549784144,-4.508890546265462,-4.491669852689314,-4.911795040363199
6081-41997-0009_1502-122619-0037_3259-158083-0014,-6.847453371343763,0.8016550937548681,-5.802287785665891,-10.719344040285927
730-358-0063_8580-287364-0002_7078-271888-0083,-2.7381360291176255,-7.794911926293021,-2.280551408775349,-7.522966380059096
8014-280382-0012_2691-156745-0002_103-1241-0027,-5.006458720839353,0.4186940194844747,-6.124396147049559,-13.727298951468248
4340-15220-0085_6385-220959-0031_2911-7601-0033,-9.666208667568304,0.3301265349073528,-6.87985414489182,-5.8031420249249965
332-128985-0083_2843-152918-0006_3807-4923-0019,-8.565527847352168,-11.386477943077749,4.37554680616115,-10.819225158009612
3723-171631-0042_2514-149482-0024_8063-274115-0000,-1.359637456850816,-5.1795078633607154,-5.156807249463382,-8.996335648464697
4397-15678-0005_1116-132847-0028_3607-29116-0015,-0.4685456612863656,-10.980887185927102,-1.4909558855366187,-14.204960433528306
211-122425-0018_1737-142397-0015_7800-283478-0014,-3.1299311013029882,-9.638168179742514,0.5210812766431027,-13.468067216587654
625-132112-0043_7078-271888-0100_6064-56165-0024,-5.2998896801861655,-4.015865694219505,-6.495905394438658,-3.5945734697446765
103-1240-0019_460-172359-0007_8468-286673-0013,-2.3342570119064816,-1.9697983339262315,-7.722766795833065,-9.806224562731071
6385-220959-0017_669-129061-0013_1069-133709-0003,-4.932138109045746,-2.974635857766147,-2.308469895721466,-12.314870475766854
7447-91187-0004_1926-147979-0021_4853-27671-0027,-1.8613260392075512,-7.200277027310839,-2.2285584188085212,-10.604589745074115
1970-28415-0015_405-130895-0010_1034-121119-0023,-1.0359246917296183,-3.1522339257501715,-7.735622857288131,-10.333048529031048
4680-16026-0010_7800-283478-0032_1926-147979-0033,-4.797169912103792,-2.1249858815459173,-4.979142503639057,-8.145991208211719
4406-16883-0026_4267-72637-0008_7302-86815-0083,-5.1909295046102155,-2.2383136949825606,-4.5314847822644335,-8.119416347350777
1867-154071-0001_5561-41615-0017_3830-12535-0006,-3.499785478475503,-4.77518889355408,-3.1849739867173152,-8.5787370559566
5561-41615-0000_4788-94904-0004_3947-13260-0020,-6.332084489439252,-7.371629974382178,-1.0042593889987987,-5.511223753900781
26-495-0023_4362-15663-0075_8975-270782-0099,-4.754221295662474,-5.007704445591033,-3.7904383372800354,-5.580006211904661
4680-16026-0000_8468-286673-0019_6272-70171-0007,-1.068679937918982,-7.153914582784422,-3.089802529311947,-11.2778686425497
3664-178355-0034_6476-57446-0024_3486-166446-0001,-6.721135542297553,-1.5868996049085777,-4.196524933284523,-7.46320631589207
1183-128659-0013_5867-48852-0034_3374-298026-0041,-3.5018779952948895,-2.2235759678250577,-4.708706444912941,-11.823374995056122
460-172359-0066_7511-102420-0039_26-495-0048,-0.19379050268997994,-5.461048118452552,-8.126003717926881,-7.254202390571286
5322-7679-0032_2007-149877-0038_5104-33406-0023,-5.469003466143536,-8.537046725080309,-3.5105829057802307,-2.7766707591815414
445-123857-0008_8238-283452-0024_8465-246943-0018,16.33039881761039,-22.529001074121492,-20.885590328290192,-20.33725948583138
3242-8112-0003_7859-102519-0046_3112-9555-0065,-1.3883397930178871,-3.7834757608271707,-5.488142803967941,-11.72099071611401
8770-295463-0002_229-130880-0044_730-360-0006,-2.1515911782534713,-5.96391455004939,-2.0177623571415966,-14.720198688647695
3240-131231-0052_1334-135589-0072_3486-166446-0002,-9.26786964659896,-2.6655982124290705,-2.9152075300016094,-5.890020741974351
1116-132851-0009_302-123516-0010_3830-12530-0024,-6.421167516131115,-2.4002244714139938,-1.736387003635317,-12.9639348092002
6209-34600-0005_5463-39174-0013_233-134440-0039,-5.208402231095953,-0.8913315709970954,-7.665326660156215,-6.826724899720086
7264-92314-0006_3947-13262-0020_4051-11218-0005,-7.239764633550147,-0.23907352691188216,-5.928547134508687,-7.544451492596349
2952-410-0056_6081-41997-0027_3214-167602-0014,-4.190067030092039,-1.9509067357435772,-8.88684751623237,-5.444838813854761
441-128982-0007_2092-145706-0007_89-218-0018,-3.023691131637545,-1.2828796401139755,-9.735885438528411,-7.751960862259299
7859-102518-0022_254-145458-0009_5789-57195-0022,-7.862968096015344,-3.040704105108698,-1.6402667738366496,-8.592109716760884
4267-287369-0005_83-11691-0033_2910-131096-0001,3.0553681652839915,-8.724103845207814,-8.77202219927039,-9.659192498812995
6385-34655-0004_7059-77900-0020_4640-19187-0020,-5.3796007727097015,-2.762158944716306,-1.8904036719513906,-13.909548867575497
3607-29116-0041_6925-80680-0027_426-122821-0000,-6.348864823003603,-3.412655048950074,-1.789470502053892,-9.274165785833706
5778-12761-0016_2843-152918-0047_1098-133695-0088,-1.8313921505081574,-3.618776781933249,-6.092121005127597,-9.425385129318837
3486-166424-0057_3607-135982-0050_3983-5371-0029,-9.284975636650739,1.8206005492196886,-6.506799618580308,-9.147150682151768
8088-284756-0079_6454-120342-0030_1970-28415-0017,-6.011674975978069,1.2384724405420113,-6.512137937041568,-12.75729682357631
481-123719-0000_83-9960-0025_4898-28461-0051,-11.847110305665222,-4.077344258407377,2.240954927980267,-15.688218119454456
125-121124-0021_2911-7601-0008_4813-248638-0030,-4.070112946358946,-3.5555266117142215,-4.633407637246582,-7.394984241247277
5339-14134-0056_226-131532-0031_2893-139310-0047,-2.6260803732727296,-7.071185787236686,-3.0597483446546385,-7.5739762529814625
2384-152900-0069_4481-17498-0043_4898-28461-0029,-7.871658834598296,-4.264393885561014,-0.8170502008840825,-8.044018857756127
6836-61803-0008_6272-70171-0041_831-130739-0056,-1.5761691178622017,-3.0713825498917826,-6.097420841989951,-11.801294602656434
3259-158083-0084_196-122152-0013_7780-274562-0042,-5.0216670171261635,0.5898323438634228,-6.615335440880105,-12.853056448763942
2893-139322-0043_2843-152918-0037_8747-293952-0057,-1.6561668448833942,-2.248791442547145,-8.39746759442546,-9.86080161594689
1970-26100-0024_6078-54007-0013_1963-142776-0003,-1.9933108691181158,-7.750235986357893,-6.704862253259691,-3.7962607714107244
3607-29116-0032_7059-88364-0029_8838-298545-0034,-4.586952090486209,-2.7744191377681764,-4.931257988067664,-7.332080550176119
8238-274553-0060_1081-128618-0012_1235-135883-0013,-5.0186560096850386,-5.440152323882453,-0.5049387433727301,-10.91170216637698
89-219-0049_7278-246956-0022_446-123501-0009,-7.401388336668717,-1.3883377424977117,-6.528640736201508,-4.718215505118818
696-93314-0017_254-127705-0018_2911-12359-0025,-5.719998371954268,-3.7040660698328223,-3.8889509618360254,-5.9940068736785435
7067-76047-0015_1594-135914-0123_7402-59171-0027,-7.2528467759429205,-7.420110361289332,0.9995959850440551,-8.460292785004853
289-121665-0004_83-9960-0037_7278-91083-0015,-10.787921029578344,-7.474552281285462,3.641817806282892,-10.860451428665833
2384-152900-0028_5867-48852-0013_5390-24512-0041,-8.062539077882272,-3.034369150832148,-0.7473829809681485,-10.83963534110271
3242-67153-0022_7635-105409-0028_1069-133699-0038,-0.5060271055875609,-8.997554454386513,-4.339556940991589,-7.662079917985523
8063-274112-0040_7800-283478-0018_1970-26100-0002,-7.551451107003128,-7.224388911274817,2.1298654298947985,-11.338404757963565
1235-135883-0018_2893-139322-0004_1116-132847-0030,-7.118793503022208,0.21203164759943532,-5.083310099566676,-10.110487851972616
2843-152918-0055_5750-100289-0064_5456-58161-0008,-3.0475178092541766,-4.610243091792816,-6.230659249557834,-5.605520521336535
8747-293952-0029_1578-140049-0019_2911-7601-0005,-5.9687396230795455,-5.351603582968036,-1.082589556603539,-7.94704112038149
2092-145709-0001_87-121553-0039_322-124147-0044,-2.276198708182851,-4.472333697634321,-7.945451625999514,-5.266762818627457
6818-68772-0022_6385-220959-0007_125-121342-0036,-6.819491772242909,-0.6342786672695256,-6.450626729515233,-6.541323605975596
328-129766-0016_4051-11217-0025_7078-271888-0034,-3.898377376825539,-4.515389960021596,-6.12713056083964,-4.591329281906427
1594-135914-0048_322-124146-0018_3526-175658-0026,-4.670094237456047,-2.1385378691519494,-7.181841563182201,-5.789638878292191
2136-5147-0014_1355-39947-0004_1034-121119-0031,-1.9119396147395953,-6.773292148471607,-3.951045164060409,-7.727132125004143
1098-133695-0039_696-92939-0016_4051-11218-0055,-3.520651923566642,-1.7315166470360857,-8.716169231632382,-7.01593160895262
2989-138035-0069_8465-246943-0022_7067-76048-0032,-1.0876160001132313,-4.1237019394616015,-5.241796394621189,-12.206204652433694
5703-47198-0049_5322-7680-0023_7148-59157-0040,-0.16694930744778969,-7.228370456235361,-5.402033294155546,-8.494097014821715
887-123290-0015_8629-261139-0009_6818-76332-0050,-10.038333594652357,-3.0660204180761856,-4.432270126484569,-3.395299133630952
8797-294123-0101_5192-19397-0009_5322-7679-0009,-4.189555453684323,-5.361582383945148,-2.6732413789664817,-7.522821284441039
6147-34605-0022_6848-76049-0031_1363-139304-0022,-3.6809898277506123,-3.410601699193281,-3.4715989852115525,-10.51997842032764
2911-15084-0002_103-1241-0001_1447-130551-0015,-2.991370099301256,-5.019067486266859,-2.2754010078668836,-11.614359927191511
4853-27671-0021_4088-158077-0080_3807-4955-0028,-6.282165874730107,0.6871056423037601,-6.7923149701634795,-9.60370248364255
8797-294123-0036_8468-286673-0020_6529-62556-0014,-2.209675226394588,-8.467242917416245,-2.6272016850483055,-7.674987864910444
8629-261140-0025_7226-86964-0004_6836-61803-0031,-2.13352636894197,-4.473714607638809,-4.24734556229842,-10.431122672961566
1737-148989-0036_298-126790-0040_8468-286673-0024,-11.63483061574006,0.13144491071245487,-5.639939166997273,-5.628464447090473
4640-19187-0031_233-155990-0017_8580-287364-0042,-2.5161274620082317,-3.8745881109472946,-6.611607137608871,-6.664901868568284
2836-5354-0045_7113-86041-0008_3983-5371-0019,-4.976321011774795,-0.09179146564645227,-8.823415931399715,-7.410200725019166
3664-11714-0022_4340-15220-0054_3807-4923-0052,-7.642030256933115,-6.424712428506436,1.102780001612463,-9.309514362600048
1263-141777-0031_6531-61334-0116_118-47824-0006,-0.25900783164690117,-6.1932577028668785,-5.401311704192411,-9.633518611284863
2989-138035-0039_4406-16882-0029_2007-149877-0052,-4.131875013788971,-1.5017026677752363,-4.22522570467968,-15.030272146599973
8238-283452-0039_1737-148989-0022_4830-25904-0007,-7.753512898649476,-10.016151934785054,2.7546978313111845,-8.897292635920833
2092-145706-0061_7505-258964-0009_1502-122615-0030,-1.039933830976453,-5.475065878899801,-6.154274890803741,-7.785399927674867
1867-148436-0015_3440-171009-0013_3947-13260-0030,-8.113465950311202,-1.965181887986012,-1.435188273500703,-11.89941999927255
1263-139804-0021_2384-152900-0088_211-122425-0002,-3.549370118188164,-4.4536650452157085,-4.405484678479995,-7.2359493364015375
2989-138035-0066_8063-274112-0004_201-122255-0030,-4.207071372912313,-0.6135880727453024,-5.733806193952117,-13.252754907612687
460-172359-0047_4813-248641-0005_2514-149482-0069,-5.237393810597969,-2.327164580150256,-2.9738316694790012,-11.244030973167792
332-128985-0052_7402-59171-0015_6078-54007-0008,-5.7153438553395794,-6.408443417656704,-1.6153867937568078,-6.309580085439914
8063-274112-0008_1926-147987-0009_1263-139804-0004,-1.8430172483431781,-9.578621326471055,-0.7681819911309661,-12.726360094497004
125-121124-0001_307-127535-0017_6272-70191-0008,-1.9326447559735414,-8.53270998576942,-4.666224610196813,-5.130617911824612
5022-29411-0037_4397-15668-0006_8226-274369-0051,-6.716872861358675,-1.667863552350526,-2.7547560240640645,-11.393584888397294
4088-158077-0062_1069-133709-0047_298-126791-0035,-7.467273792833085,-6.465482300521751,-0.35721323831402074,-6.355833159898349
211-122442-0014_2989-138035-0046_6147-34606-0024,-6.271015607879049,-8.35943285059584,-1.67325542044471,-4.837502744532632
460-172357-0001_5393-19219-0026_3830-12530-0002,-5.251109018250096,-6.916538472097084,0.6331237696544114,-11.574612791236198
307-127540-0015_7794-295948-0015_1898-145715-0018,-1.5028836662383147,-2.9766425250116275,-9.941045826229018,-7.314520330024186
1594-135914-0090_2092-145706-0048_60-121082-0003,-4.452656385046753,-5.969698044927425,-2.6327134611543874,-6.70649712374497
2518-154826-0051_5750-35690-0004_7635-105409-0000,-4.162598343443902,-2.7461094212830157,-3.09517561723602,-12.821409154928538
4137-11702-0017_3259-158083-0028_7367-86737-0042,-0.40938902008177613,-3.0654835621233527,-8.829730142268499,-10.733739794654348
4014-186179-0039_8312-279791-0044_7402-90848-0047,-5.217947857823447,-0.31634624539512146,-6.475368981588985,-9.583641007748119
6925-80680-0060_3436-172171-0063_2989-138028-0006,-6.407406022720404,-8.662721769980333,0.022364501203878184,-6.1734928901777995
8123-275209-0008_2136-5143-0033_3983-5371-0011,-5.503831103587999,-4.407515891689389,-4.7216511123469616,-4.608911802096149
6081-41998-0034_696-93314-0001_5456-58161-0014,-0.9840150577673202,-3.133783090880835,-7.093791113840395,-11.968536052071455
1069-133709-0022_118-121721-0017_2989-138035-0067,-4.612050229882913,-5.72276463400319,-1.0127167594129751,-10.12496707924698
4088-158077-0074_5339-14134-0021_5789-70653-0025,-4.395975343286761,-4.26550262870987,-3.821863179883995,-6.577000206062651
4014-186179-0014_374-180299-0023_3112-9555-0026,-4.9199529552885135,-5.447411838031588,-6.693945184608664,-2.6179770745857187
4018-103416-0028_4137-11702-0035_4441-76250-0020,-1.4690002376778886,-6.1952214510388455,-4.8917800487160354,-7.752643464381348
3240-131231-0009_3807-4955-0013_2182-150130-0019,-0.046650938819968395,-5.693634328555155,-4.946111700376709,-12.81741902341057
3240-131231-0046_403-216-0027_196-122152-0023,-2.692572876870432,-3.948467300216745,-4.196497549093093,-10.07689855317743
3857-182315-0009_3607-29116-0030_8324-286683-0023,-9.39890510173614,-6.341330544838638,1.4365693742115133,-8.462734941287998
6415-116629-0038_7059-77900-0003_3983-5371-0018,-8.379967766508376,-7.02813735251981,1.3582974212825283,-8.429482476642754
6415-111615-0017_1963-147036-0021_1898-145724-0005,2.5842398168145224,-9.843046852857857,-9.68102986476984,-7.1062777532982535
6415-116629-0028_911-128684-0035_248-130697-0000,-6.953601983727065,-5.229429430277919,-0.9698432620541897,-7.197783057542118
446-123502-0030_6925-80680-0078_3947-13260-0043,-7.70493952364496,0.48380117312048765,-5.989068727312031,-8.398714380516969
7402-59171-0004_831-130739-0025_2817-142371-0062,-6.714638572105779,-2.851259974274356,-3.8944714702107026,-6.135158433669389
2436-2477-0025_7800-283492-0019_730-358-0056,-1.779272373696636,-3.3462201708527495,-10.640073850706536,-5.959283883804785
6476-57446-0080_405-130895-0026_669-129061-0075,-1.6719511498900257,-6.156451739829118,-3.094085709801278,-11.284216833231808
839-130898-0073_3947-13260-0039_1363-139304-0028,0.7215870073160046,-3.000712349509946,-10.729059290944129,-13.400955129015099
4018-107312-0010_3486-166424-0026_5561-41616-0038,0.2433386065187606,-5.078970250314805,-8.026583449106596,-8.865846325922993
1963-142776-0029_2136-5143-0025_2764-36619-0011,-3.5295147673841103,-3.227770185319023,-4.04934212521167,-10.364031723079325
6078-54007-0004_32-4137-0021_150-126107-0015,-3.30382556186791,-7.036038572932995,-2.794623067421951,-6.684629556039923
201-122255-0034_3947-13260-0006_2911-7601-0027,-7.56299442208417,-6.727601555504434,-0.18907263401493424,-6.367939008221606
